title,rating
Bakıda tiryək taciri tutuldu,0
Vətəndaşlara eyni mənzilləri satan MTK rəhbərləri məhkəmə qarşısında,0
Hacı Beyləqanski qətllərdə ittiham olunur – YENİLƏNDİ + VİDEO,1
Əfv adı ilə dələduzluq edən şəxsə cinayət işi açıldı,0
Vətəndaşları aldadan “Əməkdar müəllim”in şikayəti təmin edilməyib,0
Qonşusunu güllələyən şəxs psixiatriya xəstəxanasına göndərilib - FOTO,1
Heroin satan musiqi müəllimi saxlanılıb,0
Bakıda kafedəki partlayışla bağlı vəzifəli şəxs həbs edilib,0
Bakıda elçiliyə gələn oğlan qızı və anasını güllələyib - YENİLƏNİB,1
Vətəndaşları BP-yə işə düzəldənə hökm oxunub,0
Tanınmış aparıcının maşınına oğru girdi,0
Ölkəyə alt paltarında zinət əşyaları keçirmək istədi - VİDEO,1
Sabiq polis zabiti məhkəmə zalından azadlığa buraxılıb,1
Arvadını öldürənə 17 il cəza ,0
DTX və polis birgə əməliyyat keçirib,0
Bakıda banka basqın edənin məhkəməsi başlayıb - FOTO,0
İtkin düşən müəllimin öldürüldüyü məlum olub,1
İki piyadanı öldürən sürücüyə hökm oxunub,0
Bakıda qəbiristanlıqdan bürünc büst oğurlanıb,1
Bakıda evdən 100 min manatlıq qızıl oğurlanıb,1
Nardaran qalasında silah gizlədən şəxs tutulub ,0
Salyan sakini arvadını yastıqla boğub öldürdü,1
Qadınları şantaj edən Aslan ələ keçdi - FOTO,0
Akif Çovdarov bəraət istəyib,1
“BP” şirkətinə işə düzəldənə prokuror cəza istəyib ,0
Azərbaycanda işdən çıxarılan işçi müdirini öldürdü - YENİLƏNİB + FOTO,1
Keçmiş məhkum Bakıda tapança satmaq istədi - FOTO,1
Parklanmaya görə qonşusunu bıçaqlayan çempiona dörd il cəza,1
İstintaqın güzəştə getdiyinə məhkəmə aman vermədi,0
Atışmada iştirak edənlərin cəzaları artırılıb - FOTO,0
Sumqayıtda satıcı müdirini qətlə yetirib,1
Balakəndə narkotik laboratoriyası aşkarlanıb - FOTO,1
Bakıda saxlanılan şəxs polisə zor tətbiq edib,0
Paytaxtda 20 min manatlıq oğurluq,1
Azərbaycan polisi narkotik maddələrə müharibə elan etdi,0
Gömrükdə əməliyyat: 500 kiloqram heroin aşkarlandı - FOTO + VİDEO,0
Bakıda silahlı şəxslər yaxalandı – FOTO,0
Azərbaycana qanunsuz partlayıcı maddə idxalı,1
“ZARA”nın işçilərinə hökm oxunub,0
Bakıda polis silahlı şəxsi zərərsizləşdirdi,0
“Kapital Bank”ı yarmaq istəyən gənc tutuldu - FOTO,0
Oğuzda silahlı şəxslər saxlanılıb,0
DTX əməliyyat keçirdi: Milyonlar oğurlayan hakerlər saxlanıldı,0
Taksi şoferini soyanlar qanundan qaça bilmədilər,0
Prokurorluq kafedə baş verən partlayışla bağlı məlumat yaydı,0
Bakıda iranlı həkim məhkəmə zalında həbs edilib,0
Məhkəmə dost qanı tökənə güzəştə getmədi,0
Reket baş redaktor məhkəmə qarşısında,0
Nəvə babanın evini soydu,1
Rövşən Lənkəranskinin tərəfdarına hökm oxundu,1
Kafedəki partlayışla bağlı vəzifəli şəxs tutulub,0
Bakıda kişi arvadını və qayınanasını öldürdü - YENİLƏNİB + VİDEO,1
Bakıda böyük oğurluq - FOTO,1
Qəbiristanlıqdan oğurluq edən şəxslər saxlanılıb - FOTO,0
Gəncədə külli-miqdarda qızıl oğurlanıb,1
Bakıda narkotacir bacılar tutuldu,0
Azərbaycanlı iş adamı arvadını başqa kişiyə satdı - İDDİA + FOTO + VİDEO,1
Bakının mərkəzində 17 yaşlı oğlan bankı yarmaq istədi ,0
Azərbaycanda külli miqdarda narkotik dövriyyədən çıxarılıb,0
Göyçayda iki qardaş bıçaqlanıb,1
Tovuz sakinini öldürən şəxslərə sərt cəzalar təyin edilib - FOTO,0
Arvadını yandırmaq istəyən şəxsə hökm oxunub,0
Tərs baxışa görə dostunu öldürən gəncə ağır cəza,0
Masallıda üç evdən altı minlik oğurluq,1
Bakıda silsilə quldurluq törədən dəstə üzvləri tutulub - VİDEO,0
Həmkəndlilərinə hücum edən Xaçmaz sakini ekspertizaya göndərilib,0
Sumqayıtda ər arvadının qanını tökdü –	YENİLƏNİB,1
Məhkəmə Fədayə Laçınla bağlı qərar verdi,1
DTX yarım milyon saxta aksiz markası aşkarlayıb,0
Dostunu qətlə yetirən şəxs özünü təqsirli bilib ,0
Polis qardaşını öldürən hüquqşünas psixoloji ekspertizaya göndərilib,0
Yeniyetmə məscidin yaxınlığında intihar etdi,1
Prokuror sabiq polis polkovnikinə 7 il cəza istəyib,0
Sabirabad sakinindən silah götürülüb,0
Bakıda oğru təhlükəsizlik kamerası ilə zarafat etdi - VİDEO,0
70 min manat oğurlayan dəstə üzvü ələ keçdi,0
“Bandotdel” Şəmkirdə əməliyyat keçirdi - FOTO,0
“TopAz” işçisini öldürənlərə hökm oxunub - FOTO,0
Şamaxıda məktəb direktoru döyülüb – YENİLƏNİB,0
Dostunu öldürən keçmiş məhkum məhkəmə qarşısında,0
Bakıda narkotacir tutulub ,0
Baş redaktor məhkəmə qarşısında - FOTO,1
İki nəfəri öldürən polis oğlu yenidən məhkəmə qarşısında - FOTO,0
Balakən sakini intihar edib,1
“Xudafərin” MMC-nin vəzifəli şəxsləri məhkəmə qarşısında,0
Xüsusi amansızlıqla qətl törədənlər tutulub - FOTO,0
Mingəçevirdə ofisə basqın: 70 min manat aparılıb,1
Şabranda avtomobildə sərnişin digər sərnişini talayıb,1
Gəncə sakinində heroin və psixotrop maddələr aşkarlanıb,1
Dostunu qətlə yetirən məhkəmə qarşısında,1
Əxlaqsız təklifə görə qayınanasını öldürən məhkəmə qarşısında,1
Bakıda oğru qrupu yaxalandı,0
Narkotacir “Qaqaş” ələ keçdi,0
Bərdədə ata-oğul bıçaqlanıb,1
Şirvanlı kriminal avtoritet məhkəmə qarşısında - FOTO,0
Ata ilə qızını öldürən sürücüyə ağır cəza,0
Qubada kabel oğruları yaxalandı,0
Yevlaxda külli miqdarda pul və qızıl oğurladılar,1
Bakı sakini “Gənclik Mall”dan paltar oğurladı,1
Sumqayıt sakini avtomobilində qətlə yetirilib,1
Cəlilabad sakinindən heroin götürülüb,1
“Gündəlik Bakı” qəzetinin baş redaktoruna hökm oxunub,1
“Facebook”da bacısı ilə tanış olan oğlanı öldürənin cəzası dəyişmədi - FOTO,1
Bakıda dərman mafiyasına qarşı əməliyyat: Həbs edilənlər var,0
Bakıda turistlərə bələdçilik edən şəxs oğurluq etdi,1
İtkin düşmüş şəxsin öldürülərək zirzəmidə basdırıldığı məlum olub,1
Nənəsinin evini soyan nəvə və dostları saxlanıldı,0
Ukraynadan azərbaycanlı kriminal avtoritetlər çıxarılıb,1
Sumqayıtda restoran sahibi intihar edib,1
İmişli sakinindən heroin götürülüb,1
Yaşlı qadını zorlayıb öldürən Sumqayıt sakininə ağır cəza,0
Marketdən nisyə alver edən dostunu bıçaqlayana ağır cəza - FOTO,1
Qaxda avtomobil oğruları yaxalanıb – FOTO,0
Narkoloji Mərkəzin direktoru həbs edildi,0
"“Odessa Teyyub”: Polislər imkan vermədi, tiryəkin tamına baxım - VİDEO",1
Ömürlük həbsə məhkum edilmiş azərbaycanlılarla bağlı - AÇIQLAMA,1
Abşeronda xadimə evdən 20 min manatlıq qızıl oğurlayıb,1
Aygün Bəylərin qardaşına hökm oxunub - FOTO,0
Şirkət rəhbərini şantaj edənlər tutuldu - FOTO,0
Ağcabədi sakini anasını döyərək öldürüb,1
Uşaqlar Birliyinin sədrinin məhkəməsi başladı,0
Ev sahibini öldürən psixiatrik ekspertizaya göndərilib - FOTO,1
"Bərdə sakini qardaşını öldürdü, bütün ailə cinayəti gizlətdi - VİDEO",1
Göygöl sakini özünü bıçaqlayaraq öldürüb,1
Voleybolçunu öldürənə ağır cəza - FOTO,0
Həmyerlisini öldürən Lotu Qulinin adamı şkafda gizləndi - VİDEO,1
Bakıda saxta dollar dəyişmək istəyən çinlilər tutuldu - FOTO,0
Masallıda məscidi soyanlar tutulub,0
Dələduzluqda ittiham olunan şirkət rəhbərinə hökm oxunub,0
Quldurluq edən şəxsin evindən qumbara tapılıb,1
Arvadını öldürüb meşədə basdıran şəxs tutuldu,0
Bakıda qadın keçmiş əri tərəfindən öldürüldü - YENİLƏNİB,1
Qonşusunu döyərək öldürənə hökm oxundu,0
Qonağı öldürən ər-arvada ağır cəza verilib - FOTO,0
Samuxda ər arvadını döyərək öldürüb,1
Bakıda beş vəzifəli şəxs həbs olunub,0
Qurban Qurbanovun 200-cü qələbəsi,0
Bərdə sakini ehtiyatsızlıqdan həmkəndlisini güllələdi,1
Bakıda xəzinədarı qarət etmək istəyən tutulub,0
Metroda sərnişinlərə qənim kəsilən qadın ələ keçdi,0
Paytaxtda mağazaya silahlı basqın olub,0
“Bandotdel” Bakıda əməliyyat keçirdi - FOTO,0
İki evə basqın edən quldur məhkəmə qarşısında,0
Valideynlərini öldürən ər-arvada ağır cəza - FOTO,0
Voleybolçunu öldürən şəxsə prokuror 20 il cəza istəyib - FOTO,0
Ekspert: Şıxlinskayanın itinin yeməyi üçün aylıq 500 manatlıq xərc yazılıb,1
“Quska”nın həbsi ilə bağlı rəsmi - MƏLUMAT,1
İraq vətəndaşını qarət edənlərə ağır cəza,0
Ərini öldürən qadınla bağlı yeni qərar - FOTO,0
Bakı sakini “Kalaşnikov” satmaq istəyərkən tutuldu - FOTO,0
Bakıda ofisə silahlı basqın,1
Dost qatili: Əzab çəkməməsi üçün əllərimlə boğdum,1
Hövsanda adam öldürməyə cəhd edən qardaşlara ağır cəza,0
Bakıda birinci sinif şagirdi zorlanıb? - RƏSMİ AÇIQLAMA,1
Ömürlük həbs olunan qatilin etirafı: Ana-balanın ikisini də öldürdüm - VİDEO,1
Masallıda məsciddən külli miqdarda pul oğurlanıb,1
Tanışını öldürən keçmiş məhkum bəraət alıb,1
30 manata görə qətl törədənə hökm oxunub,0
Naxçıvanda böyük əməliyyat: 108 kq heroin aşkarlandı - FOTO,0
Ömürlük məhbusun məhkəmə qərarı ləğv edilib - FOTO,0
Astara sakini oğlunu narkotik qaçaqmalçılığına cəlb edib - FOTO,1
Eldar Mahmudovun məhkəməsi başlayıb,0
Gəncədə 30 minlik oğurluq,1
Şirvanda mağazaya basqın: Butulkanı qızın başında sındırdılar - VİDEO,1
Lotu Qulinin adamı Ağstafada tutuldu,0
Gömrük Komitəsinin əməkdaşı qətlə yetirilib,1
Maştağada qətl törədilib,1
Həbs olunmuş “Quska” Bakı hava limanında - EKSKLÜZİV FOTO + VİDEO,1
“Quska” saxlanılaraq Azərbaycana gətirildi,1
İraq vətəndaşını qarət edən “bar qızları” məhkəmə qarşısında,0
Sumqayıtda “JEK” işçisini öldürən ağır cəza alıb,0
Tanışını toyda bıçaqlayana hökm oxunub,0
Tanışını öldürən Lənkəran sakininin məhkəməsi başlayıb,0
46 qızı zorlayan falçı ilə bağlı araşdırma başladı,0
Bakıda metronun deposundan əl qumbarası tapıldı - FOTO,1
Keçmiş məhkum yenidən dəmir barmaqlıqlar arxasında,1
Sumqayıtda oğru “iş başında” yaxalandı,0
Nardaranda torpağa basdırılmış silah tapılıb,0
Onuncu sinif şagirdinə hökm oxundu,1
Evindən televizor aparanı öldürənə hökm oxunub,1
“RAHAT” marketdən oğurluq: Oğru cinayət başında yaxalandı - VİDEO,0
Bakıda evdən 20 min manatlıq qızıl oğurlanıb,1
İnterpol azərbaycanlı dələduzu axtarır,0
Sevgilisini öldürən sahibkarın məhkəməsi başlayıb - FOTO,0
Bibisini öldürənə hökm oxunub - FOTO,0
Qonağı öldürən ər-arvada ağır cəza istənilib - FOTO,0
Azərbaycanda müəllim süpürgəçini zorlayıb - YENİLƏNİB,1
Ata ehtiyatsızlıqdan dörd yaşlı oğlunu öldürdü,1
Quba sakini qəbiristanlıqda öldürülüb,1
Prokuror “Topaz” işçisini öldürənlərə cəza istəyib - FOTO,0
Ucar sakini intihar edib,1
“Polojeniya Anar”a hökm oxundu - FOTO,0
Qaradağda yol qəzası: Ölən var,1
"Bakıda üç nəfəri maşın vurdu, biri öldü",1
Yanacaqdoldurma məntəqəsinə basqın edənlər tutuldu,0
150 manat görə adam öldürənlərin məhkəməsi keçirilib - FOTO,1
Bakıda yanacaqdoldurma məntəqəsində oyuncaq tapança ilə soyğun – VİDEO,1
Avtomobildən 20 min dollar oğurlayan şəxs saxlanıldı,0
Alma bağı davası qanlı bitdi - FOTO,1
Arvadını öldürməyə cəhd edənə ağır cəza,1
Lənkəranda qadın ərinin sevgilisi tərəfindən öldürülüb,1
Sabiq MTN polkovnikinə hökm oxunub,0
Bakıda tanınmış bankın keçmiş əməkdaşına səkkiz il cəza verildi,0
Bakıda piyadaları maşın vurub: Ölən var,1
Quldurluq edən 18 yaşlı gəncə hökm oxundu,0
“Piter Elçin”in qardaşını öldürənin işi yenidən məhkəmədə - FOTO,1
Azərbaycana 40 min dollarlıq tiryək gətirən şəxs saxlanılıb,0
Azərbaycanlılar Kiyevdə hücuma məruz qaldılar - VİDEO,1
Bakıda polis əməkdaşını güllələyən şəxsin cəzası qüvvədə qalıb - FOTO,0
Qonağı öldürən ər-arvadın məhkəməsi başlayıb,0
Bibisini öldürən gənc özünü təqsirli bilib - FOTO,0
DİN Nardaranda əməliyyat keçirdi - FOTO,1
Evdən 700 manat oğurlayan şəxs saxlanılıb,0
Bakıda mənzildə kişi meyiti tapılıb,1
Bakıda yeniyetmə itkin düşüb - FOTO,1
Paytaxtda bankomatı kəsib 174 min manat apardılar,0
Beyləqanda qadını öldürən şəxsin daha bir ağır cinayəti məlum oldu,1
Nardaran sakininin evindən silah-sursat tapılıb,1
Bakıda “civə əməliyyatı” - FOTO,1
Nardaran sakininin evindən silah-sursat tapılıb,1
Bakı metrosunda cibgir saxlanılıb,0
Külli miqdarda narkotik vasitə dövriyyədən çıxarılıb,0
Atasını baltalayan oğula ağır cəza - FOTO,0
Ağcabədi sakini intihar edib,1
Xırdalanda musiqi məktəbinin direktor müavini intihar etdi,1
Bərdədə oğul atasının evini yardı,1
Tamah məqsədilə qadını öldürən şəxs saxlanılıb,0
Cəlilabadda 50 yaşlı qadın özünü asıb,1
Ağdamda intihar cəhdinin qarşısı alınıb – FOTO,0
Göygöldə 73 kq partlayıcı maddə aşkarlanıb – FOTO,1
24 il cəza çəkən keçmiş məhkuma daha 11 il həbs,1
Məhkəmə Fərhad Əliyevin bibisi oğlu ilə bağlı qərar verdi,0
Ərəblərin ölümündə təqsirləndirilən sürücüyə hökm oxunub,1
Keçmiş məhkumlar əməllərini təkrarladılar,1
Rəhim Şəkinskinin güllələnməsi kameraya düşüb – VİDEO,1
Bakıda üç minlik quldurluq,1
Sırğa oğrusu yaxalanıb – FOTO,0
Bakı metrosunda cibgir saxlanılıb,0
Borca görə 36 nəfər saxlanılıb,1
Azərbaycan çempionu öz ad günündə bıçaqlandı,1
Neftçala sakini özünü asıb,1
Baş həkimi öldürənin apellyasiya məhkəməsi yekunlaşıb,1
Ağcabədidə qoyun oğrusu saxlanılıb,0
Bakıda 35 minlik oğurluq: Fotostudiya soyuldu – FOTO,1
Qəbələdə qadın ərini öldürüb ayaqyoluna atdı,1
Azərbaycanlı qadın “Youtube”un baş ofisində intihar etdi – FOTO + VİDEO,1
Bibisini baltalayan gəncin məhkəməsi başlayıb,1
Azərbaycanda keçmiş məmur həbsdə öldü,1
Bakıda qadının qulağından sırğanı qoparıb qaçdılar,1
Suraxanıda maşın qadını vurub,1
Məhkəmə “Yaşka Bakinski”ni öldürənlə bağlı qərar verdi – FOTO,1
Gəncədə özünü yandıran oğlan xəstəxanada ölüb,1
Neftçala sakini azərbaycanlı “oğru”ların müharibəsinin qurbanı olub,1
Yeddi nəfərin ölümünə səbəb olan sürücü tutuldu,0
"Sevgilisinin anası ilə yatıb, sonra baltalayan şəxsə hökm oxunub",0
Bakıda qadınlara hücum edən şəxsin məhkəməsi başlayıb – FOTO,0
Xırdalanda oğru mağazanı partlatmaq istədi,1
Oğuz sakini elektrik mişarı ilə qayınatasını doğrayıb,1
Bakıda maskalı şəxslər köşkü yarıb,1
Bakıda yeniyetmə ehtiyatsızlıqdan qardaşını öldürdü,1
Nazirlik: Ceyran ovlayan brakonyerlər müfəttişi güllələyiblər,1
“Şirvan” milli parkının əməkdaşı güllələnib,1
Nişanlı gənc özünü asdı,1
İki qohumunu bıçaqlayan şəxsə cəza istənilib,1
Sabunçuda dələduz saxlanılıb,0
Azərbaycanlı saxta pula görə Moskvada həbs olunub,0
Maştağa sakini arvadını öldürüb,1
Ukraynada azərbaycanlı güllələndi,1
“Telefon terrorçusu” psixiatriya xəstəxanasına göndərilib,0
Bakıda külli miqdarda heroini satmaq istəyən şəxs saxlanılıb,0
Külli miqdarda pul oğurlayan dəstə üzvlərinə cəza istənilib,0
Gəncədə polis əməkdaşı döyülüb,0
Gəncədə 24 yaşlı gənc bıçaqlanıb,1
Evində qonağını öldürənə 18 il həbs cəzası verilib,0
“Şakro Molodoy”a hökm oxunub,0
Yeddi illik cinayətin üstü açıldı,0
Bakıda bacısını öldürməyə cəhd edən şəxsə cəza istənilib,1
Restoranda iki nəfəri bıçaqlayan şəxsə hökm oxunub,0
Abşeronda saxta alkoqollu içkilər hazırlayan sex aşkarlanıb – FOTO,0
Süpürgəçinin ölümü ilə bağlı – RƏSMİ MƏLUMAT,1
Bakıda 63 min manatlıq qızıl oğurlayan şəxs ələ keçdi,0
Sərhədi pozanlar saxlanılıb,0
Gəncədə 18 yaşlı gənc özünü yandırıb,1
Ömürlük cəza alan ifaçının növbəti apellyasiya məhkəməsi başlayıb,1
Sabiq polis polkovnikinin məhkəməsi başlayıb,0
Neftçalada tikintidə bədbəxt hadisə: Ölən və yaralanan var,1
Kürdəmirdə gənc özünü körpüdən asdı,1
Bakıda süpürgəçini “KamAZ” vurdu – FOTO,1
Sumqayıtda avtomobil piyadanı öldürdü,1
Bakıda 90 məktəbli forması oğurlanıb,1
Müəllim 13 yaşlı şagirdlə cinsi əlaqədə olmaqda ittiham edilir,1
Azərbaycanlı müğənninin avtomobilinə hücum etdilər – FOTO,1
Bakıda mənzildə kişi meyiti aşkarlanıb,1
Şirvanda şkafdan meyit çıxdı – FOTO – YENİLƏNİB,1
Qardaşını güllələyən şəxsin məhkəməsi başlayıb ,1
Azərbaycanlı brakonyerləri atəşlə saxladılar,1
Bakıda böyük oğurluğun üstü açıldı – FOTO,0
Jurnalistin evindən oğurluq edilib,1
İrandan Azərbaycana heroin gətirənlər saxlanılıb – FOTO,0
Azərbaycanlı müğənni maşınından oğurluq edən şəxsi ifşa etdi – VİDEO,0
Piyadanı öldürən avtobus sürücüsünə hökm oxundu,1
Külli miqdarda narkotik vasitə dövriyyədən çıxarılıb,0
DİN-dən Nərimanovdakı atışma barədə – RƏSMİ AÇIQLAMA,1
Nərimanovda atışma: Ölən var – YENİLƏNİB,1
Mingəçevir sakini dostunu restoranda qətlə yetirib,1
Şəmkirdə kütləvi dava,1
Bakıda klubda qadın əcnəbinin pulunu oğurlayıb,1
Bakıda 300 minlik oğurluq,0
Rusiyadan Azərbaycana qaçan şəxs Masallıda güllələnib,1
Gürcüstana 40 kq qızıl-gümüş keçirməyə çalışan azərbaycanlı saxlanılıb,1
Bakıda yol polisləri soyğunçunu yaxaladı,0
Killerlər azərbaycanlı biznesmenin “Range Rover”ini gülləbaran etdilər,1
Gəncədə qadın boğazı kəsilmiş vəziyyətdə tapılıb,1
Nişanlı oğlan bayram günü intihar etdi,1
Qadın xalatı ilə silsilə oğurluqlar edən şəxs saxlanılıb ,1
Bakıda “telefon terrorçusu”nun məhkəməsi başlayıb,0
Polis şəhidlərin abidəsini təhqir edənlər haqqında məlumat yayıb,0
Piyadanı öldürən avtobus sürücüsünə hökm oxunub,0
Sərhədi pozmağa çalışan narkobaronlar tutulub,0
Binədə civəni 5000 manata satmaq istəyən şəxs tutulub,1
Bakıda külli miqdarda narkotik dövriyyədən çıxarılıb,0
Lənkəranda sərxoş ata oğlunun boğazını kəsdi,1
Bacı-qardaş xarici vətəndaşın mənzilini yardı,1
Bakıda narkoşəbəkə ifşa edilib,0
Metroda cibgirlik edən keçmiş məhkum ələ keçdi,0
Restoranda iki nəfəri bıçaqlayan şəxsə ağır cəza istənildi,0
Suraxanıda tanışını öldürənə ağır cəza,0
Coratda torpağa basdırılmış “Makarov” tapıldı – FOTO,0
Qalib Arifin oğluna hökm oxundu,0
Bakıda qadının çantasını oğurlayan şəxsi döydülər – VİDEO,0
Bakı metrosunda ölüm,1
Axtarışda olan şəxsdən odlu silah götürüldü – FOTO,0
İki nəfərin ölümünə səbəb olan sürücü həbs edilib,0
Azərbaycanda insan orqanı alverçisi yaxalandı,0
Bakıda qadınları qarət edən 10 il cəza alıb – FOTO,0
Sosial şəbəkə istifadəçilərinin qənimi tutuldu – FOTO,0
Bakıda qız ehtiyatsızlıqdan “harakiri” etdi,1
Polis qardaşını öldürən hüquqşünas özünü təqsirli bilib,1
Tanışının üzərinə benzin töküb yandıran şəxsə ağır cəza,0
Sumqayıtda qadını yandırmaq istədilər,1
Nigar Arpadarainin atasının evindən nə oğurlanıb?,1
Əri tərəfindən döyülən qadın xəstəxanada ölüb,1
Piyadanı vurub qaçan sürücü tutuldu,0
Bakıda qanunsuz dərman dövriyyəsinə görə İran vətəndaşları saxlanılıb ,0
“Baron İbo” saxlanıldı – FOTO,0
“Topaz”dan oğurluq edən saxlanıldı,1
Uşaq bağçasından oğurluq edən şəxs ələ keçdi,0
Abşeronda quldurlar saxlanıldı,0
Azərbaycan sərhədini pozan xarici vətəndaşlar yaxalanıb – FOTO,0
Türkiyədə azərbaycanlı transseksual öldürüldü – FOTO + VİDEO,0
Bakıda ana və qızlarının oğurluğu lentə alındı – VİDEO,1
Bakıda keçmiş məhkumu niyə öldürmək istədilər?,1
Məhkəmə Fədayə Laçınla bağlı qərar verdi,1
Prokuror “Polojeniya Anar”a doqquz il cəza istəyib – FOTO,0
“Xəzər Lənkəran”ın sabiq baş məşqçisinin oğlunun başını yardılar – FOTO,1
Dəniz sərhədini pozan iranlılara xəbərdarlıq atəşi açılıb – FOTO,0
Üç manata görə qadını öldürən şəxs danışdı – VİDEO,1
Keçmiş məhkumdan yeddi kiloqram narkotik götürülüb – FOTO,0
Vəkili Fədayə Laçının saxlanma şəraitindən danışdı,1
Polisdə dindirilən şəxs özünü binadan atdı,1
Gəncədə qadını evində öldürərək yandıran şəxs tutulub,0
Azərbaycan sərhədini pozan Suriya vətəndaşı saxlanılıb – FOTO,0
 Beynəlxalq axtarışda olan Azərbaycan vətəndaşı tutulub,0
Bakıda qadını zorlayıb öldürənlərə hökm oxundu – FOTO,0
Cəlilabad sakinini çəkiclə öldürüblər,1
Qadın həbsxanaya “iPhone” keçirmək istədi – FOTO,1
"DTX əməliyyat keçirdi, iki terrorçu məhv edildi",0
Prokuror qonşusunu öldürənə 14 il cəza istəyib ,0
Bakıda 81 yaşlı kişi 13 yaşlı qıza təcavüz etdi,1
Narkoloji Mərkəzdəki yanğın qəsdən törədilib – RƏSMİ,1
Prokuror tanışını öldürənə 18 il 6 ay cəza istəyib – FOTO,0
Evində silah gizlədən şəxs tutuldu,0
Elektrik kimi gəldiyi evi soydu,1
Sumqayıtdakı faciə ilə bağlı – RƏSMİ MƏLUMAT,1
Şabran sakininin müəmmalı ölümü,1
Kriminal avtoritetin gizlətdiyi silah-sursat oğurlanıb – FOTO,0
Bakıda kütləvi dava: Ölən və yaralananlar var,1
Bakıda keçmiş məhkumlardan silah götürülüb,0
Prokurorluq baş redaktorun ölümü ilə bağlı rəsmi məlumat yaydı,0
Narkotikə görə tutulan oğluna narkotik apardı,1
Salyanda DYP postuna hücum edən şəxs həbs olundu,0
Salyanda DYP postuna hücum – YENİLƏNİB,0
Bakıda tanışını öldürən keçmiş məhkumun məhkəməsi başlayıb,1
Bakıda jurnalistin maşınından oğurluq edilib – VİDEO,1
Abşeronda evə basqın: Ana və qızını bıçaqladılar,1
Əmircanda “bomj”u öldürən şəxsin məhkəməsi başlayıb ,1
Üç hüquqi şəxs barəsində cinayət işi başlanıb,0
Dövlət Miqrasiya Xidməti 15 əcnəbini saxlayıb,0
Mingəçevir sakinindən 15 kiloqram marixuana götürülüb,1
Şirvanda silahlı dəstə üzvləri tutulub – FOTO,0
“Bulaq işi”nə görə həbs edilənlərə hökm oxunub – FOTO,0
Dördüncü sinif şagirdi intihar edib,1
Qonağını öldürən Xudat sakininin məhkəməsi olub,0
Keçmiş məhkumu güllələyən şəxsə hökm oxunub,0
Azərbaycanda 11 əcnəbi saxlanılıb,0
Gömrükdə it narkotik tapıb,0
Bakıda keçmiş məhkumlardan silah götürülüb – FOTO,0
Bakıda avtomat satmaq istəyən şəxs tutulub – FOTO,0
Məhbus futbolçunun etirafları: Atam baş kəsib – VİDEO,1
Azərbaycanda hakimlər cəzalandırılıb,0
Sabirabad sakini özünü bıçaqlayaraq öldürdü,1
Azərbaycanda 24 qanunsuz miqrant saxlanılıb,0
Sumqayıtda iki uşaq anasını zorlayıb öldürən idmançı cəzalandırıldı – FOTO,0
Masallıda narkotik taciri polisin təqibindən qaçdı,0
Cəlilabadlı narkobaron 10 kq tiryəklə saxlanıldı – FOTO,0
Bakıda anasını öldürən oğul tutuldu,0
Xəzərdə narkotik əməliyyatı,1
Bakıda oğul anasını qətlə yetirdi,1
Daşkəsəndə sevgilisini öldürən kişi intihar etdi,1
Barda müştərini öldürən inzibatçıya hökm oxunub – FOTO,0
Sumqayıtda kütləvi dava: Yaralananlar var – FOTO,1
Rusiyada azərbaycanlı ömürlük həbs cəzası aldı,1
Bakıda kitab oğrusu saxlanılıb – FOTO,0
Dəmiryolu Vağzalında silahlı şəxs tutuldu – FOTO,0
Oğlunu bacısıgilə göndərib sevgilisi ilə görüşən qadın öldürüldü – TƏFƏRRÜAT,0
Azərbaycanda kişi sevgilisini öldürüb qaçdı,1
AZTV sədrini öldürmək istəyənlərin məhkəməsi başlayıb,1
Bakıda oğru restoranın bacasında ilişib qaldı –TƏFƏRRÜAT + VİDEO,1
Bakıda polisdən qaçan oğrular boğazlarını kəsdilər,1
Bakı aeroportunda İsrail vətəndaşı saxlanılıb,0
Bakı polisi gürcü Detoçkini axtarır,1
Sumqayıt sakinini borca görə diri-diri basdırdılar - YENİLƏNİB,1
Qubada məmuru bıçaqlayan şəxsə ağır cəza,1
Azərbaycanda axtarışda olan cinayətkar Ukraynada saxlanıldı,0
Bakıda kişini öldürmək üçün havalandırma qurğusuna atdılar – VİDEO + YENİLƏNİB,1
Qaçırdığı maşınla arvadını və beş uşağını yasa apardı,1
Şəmkirdə sərnişin gediş haqqına görə sürücünü öldürdü,1
Su axıdan çən kütləvi davaya səbəb oldu – FOTO,1
Bakıda məktəbdə qalmaqal: Şagirdin görüntüləri yayıldı – YENİLƏNİB ,1
MTN generallarından bir milyon təzminat istənildi – YENİLƏNİB,0
Meneceri güllələyən sürücüyə hökm oxundu – FOTO,0
Oğurluğa görə tutulmuş azərbaycanlı futbolçu özünə klub tapdı,0
Azərbaycanlı “qanuni oğru”lar Rusiyadan qovulur,0
Çeçen klanı Lotu Quli ilə müharibə cığırına çıxır,0
Bayıldakı sürüşmə ilə bağlı cinayət işi açıldı,0
Bakı sakini borca görə öldürüldü,1
Bakıda narkobaron saxlanılıb – FOTO,0
Xankəndiyə səfər edən şəxs “İnterpol” xətti ilə axtarışa verildi,0
Azərbaycanda 21 əcnəbi saxlanılıb,0
İki uşaq anasını küçədə zorlayıb öldürən idmançıya 20 il cəza istənilir – FOTO,0
Bakıda keçmiş məhkum avtomatla saxlanıldı – FOTO,0
