comment_text,target
Oğretmenim Oğretmenim ve arkadaşları hatrına,0
AynurMeryam aze,0
Super super,0
💪 Pis deyil,0
Super Ela,0
💣 💣,0
Gaga7811 Could be better,1
"Halaldi👏🏼👏🏼Ela programdi, 👏🏼👏🏼",0
Супер пупер!!! Супер!!!,0
Super Ela,0
Aznav Super!,0
Карта Все работает отлично!,0
"Sayka Her sey ela isleyir... amma ki, bir menfisi varki oda navigatorda baxanda yalniz kucelerin adini yazir binalarin ustunde haranin ne olduqunu yazmir( restoran, mekteb, magazalar mollarin ve s kimi yerlerin adlari yoxdu)",0
Ela Ela,0
ELA mükemmel,0
Совет Хотелось увидеть физических карт.,0
Aznav ❤️,0
Beyendim Cox Gozel Navigatordu,0
Tewekkur Cox sagol aznav,0
Super👍🏿 Cox gozel,0
Əla Hər şey əladır sadəcə interface biraz da yaxşılaşdırıla bilər.,0
"Elçin Mamedov Çox ela proqramdır,yaradıcılara teşekkur!",0
Sanan Majid Çox gözəl tətbiqdir,0
Əladır! Hamıya tövsiyə edirəm.,0
Əla cox gözəl Yaxşı,0
Yaxşı Yaxşıdır. İşlətdiyim yeganə naviqasiya proqramıdır. Razıyam,0
R.J 👍👍👍👍👏🏻,0
Uğur 👍👍👍👍👍,0
Best app! Thank you,0
Qadir Əlladı,0
Əla .,0
AzNav Super program,0
Gruziya Gudauri Marko Polo Morning,0
Yaxsidi Cox yerin adin yazirsan tapmir meselen xestexanalar ama proqramin istifadesi sadedi. Rahatdir. Ona gore 4 verdim,0
Ceyhun Yandeksdən çox dəqiqdi.,0
Vugar Ela,0
Feed back Pis dögül,0
"👍🏼👍🏼 Eladi cox rahatdi,sadece adi xeriteye girende obyektleri gosterseniz daha yaxsi olar)",0
"App is Good Proqram yaxşıdır, demək olar bütün naviqasiya proqramlarını silmişəm, təşəkkürlər, istifadəçi reqistrasiyanı aktivləşdirsəniz və istifadəçi düzənləməli(tıxac haqqında, radar, qəza haqqında xəbər haqqında)xəbər versə, həmən istifadəçiyə əlavə bonuslar kimi versəniz əla olar.",0
Zəif siqnal Bakının içində belə davamlı zəif siqnal olduğu deyilir və bələdçilik edilmir. Rayonlarda isə ümumiyyətlə tutmur.,1
Salam Celal,0
BakuAz Superb!!!,0
Super Cok cok begendim Hakikaten super,0
Offline map Süperdi,0
Супер Очень очень очень неплохо,0
RHM77 👍,0
Rəy11111111 son zamanlar yaxşı işləmir,1
"Cox pis Gün ərzində (14.10.2018) AzNav  ın verdiyi səf məlumatlara görə , beş protokol , dörd bal və yüz otuz manat cərimə. 
Bunların hamısı Bakı Qazax yolunda baş verib , hamısı  sürət həddinin aşması 20-40 km aşması.",1
Thanks for aznav ********,0
Bakı -Ələt -Astara Xəritəyə görə çox sağolun. Amma yeni Bakı -Ələt Astara yolunun xəritəsi yoxdur.,1
Cavid343 Ela,0
Ft Rtff,0
Tıxaclar Tıxacları düzgün göstərin. Əks halda çatma vaxtı fərqlənir. Qalan hər şey yaxşıdı.,0
Super Super super,0
AzNav Cox gozel proqramdi,0
Normaldı Yaxşı proqramdı.ama çatışmazlıqlar var.ətrafdakı məkanları təsüfki göstərmir.yeni yollar və ya köhnə yoldakı dəyişilmiş yol qaydaları təsüfki adekvat olaraq yenilənmir.bu nüansları nəzərə alsanız əla praqram olar.əziyyət çəkmisiz çox sağolun.üç ulduzla qiymətləndirməyimin səbəbi sadaladıqlarımdı.radar piyada keçidi hamısını göstərir ama yenədə yeni qoyulanları yox.yeniləmələri mümkün qədər tez zamanda edin.özünüzdə bilirsizki bizdə yolu necə tarif edirlər. Məsələn filan marketin yanından filan şadlıq sarayının yanından dönən kimi görəcəksən kafeni çayçını falan filan.ona görədə hərəkətdə olarkən ətrafdakı obyektlərin adları avtomatik yazılsa çox gözəl olar.ümid edirəm istəyim nəzə alınar.anlayıram ola bilərki bunları etmək çətindi ama etsəniz mükəmməl bir iş ortaya qoyarsınız,1
"Kamran çox bəyəndim super, tez-tez yenilənsə lap yaxşı olacaq",0
Eladi Superdi,0
Ela English sriftleei ile gozterse daha yararli olar,0
Sehf unvan Baki s. N. Tusi 21 unvani eslindr N. Tusi 10E kimi qeyd edilmelidit. O menim yashadigim evdir ve kupcada da 10 E kimi qeyd edilib.,0
Gun Cox uzaq yol gosterir,1
Çoooooox super Ellerinize sağlıq,0
"Əla ola bilər Proqram təkmilləşdirilməlidir. Elə məşhur yerlər var ki, tapmaq olmur, xarici proqramlarda çıxır amma AZNAV-da yoxdur. Telefonu dəyişdikdə bütün məlumatlar silinir. Mail adresi ilə qeydiyyatdan keçsək yaxşı olardı ki, cihaz dəyişdikdə məlumatlar yaddaşda qalsın. İstifadəçi üçün hələ də rahat deyil.",1
Parviz H.i Yaradıcılara ve istifadeye teqdim edenlere tşk-ler.,0
Super Замечательное приложение. Всегда меня выручает. Halal olsun size!,0
AzNav-a Yaxşı naviqatordu 👍,0
REDSTYLE Super,0
Gahraman Asgarov Bəyənilsin! Çox super bir proqram! Belə bir proqrama çox ehtiyacım var idi! Təşəkkürlər!,0
Nv Ela,0
"Şerh) Super işleyir
Çox sağolun",0
Iyi Super,0
İlyas1919 Dünün Şamaxı Ağsu yolunda 10 dənə radar kecdim hec birin görsətmədi. cox zəif,1
👍🏽 Əladı🤙🏽 xüsusi ilə xaricdə yaşayıb gələnlər üçün,0
"Halal olsun. Super. Radarı ,müşahide kameranı, ve süreti görsedir.",0
"Super Hər şey çox gözəldir, əsasən də offline işləməsi sürətlidi. Avtomobilimdə Android monitora yazdım, digər offline xəritə proqrqmlarından sürətli işlədi (maps.me, yandex).

Tövsiyyə: Marşrut seçərkən yolu izah edən bələdçinin də səsini Parametrlər bölməsindən söndürmək olsun. Avtomobildə olarkən bələdçi danışanda radio (musiqi və s.) səsi kəsilir. “Səs yüksəkliyi” bölməsindən azaltmaq olur, lakin bu alınmıt. birdəfəlik “Parametrlər”dən söndürdükdə radionun səsi kəsilməyəcək. “Yandex Navi” proqramında olduğu kimi",0
superrrrr 👍🏾👍🏾👍🏾👍🏾👍🏾,0
Cox 👍🏻 Tesekkurler,0
Cox pis Bu nedi bele ? Tutmur. Guyaki internet zeifdi 😡 Cox pis,1
"Perfect app Thanks for developing such app to simplify our life. Very user friendly, detailed and totally free.",0
Qeyd Ünvanları daha da zənginləşdirmək lazımdır.,0
Çox sağolun bu cürə proqrama görə 😉 Inizə sağlıq...,0
DİQQƏTƏ ALINSIN ZƏHMƏT OLMASA! 2gün öncə mən dostum ilə maşınla hərəkətdə olarkən naviqasiyani aktivləşdirdim gedəcəyimiz heri işarələdim ancaq xəritə bizə girilməsi qadağan olan yolu göstərdi bizdən xəritəyə güvənib girdik ama YPX əmakdaşı bizi durdurdu sən demə o yola girmək olmazmış . 3bal cərimə yazıldı.DİQQƏTƏ ALIN,1
"Super Super naviqatordu, amma bəzi çatışmamazlıqlar var. Emüdvaram ki bu çatışmamazlıqlar aradan qaldırılacaq!",0
👏 Cox gozeldi,0
"AzNav Navigator Software First and Best Local Navigator Software, keep on further....",0
Otziv xeyirli olsun!,0
Super Çox yaxşi programdi 👍,0
Super Ela,0
very very very good works perfectly !rhanks for this free app ),0
Super cox ela proqramdi.bu proqrami erseye getirenlere tewekkur edirem,0
👍 👍,0
Normaldi Binalarin adi nomresi olsaydi lap yaxsi olardi,0
Navi Ela,0
👍🏼 ictimai nəqliyyat da əlavə olunsa lap əla olar,0
radar çox pisyönlü dəyişdirilib bəzi radarları demir və düz demir,1
Yaxwidi Superdi,0
Awesome 👏🏻 Nice 👍🏻,0
Şikayət Hansısa bir küçə lazım olur tqpmaq olmur,0
"Ə'la Azərbaycanda ilk ən keyfiyyətli mobil GPS,  özüdə təmənnasız... Təşəkkürlər!",0
Çox yaxşıdır Məncə hamı yükləməlidir,0
Cox gozel Ela proqramdir. Amma mene 50azn 2 bal corek verib.,0
Ela Ela👍👍👍,0
TƏBRİKLƏR! HƏQİQƏTƏN ƏLA PROQRAMDIR. HƏR KƏSƏ MƏSLƏHƏT GÖRÜRƏM. ƏMƏYİ KEÇƏN HƏR KƏSƏ TƏŞƏKKÜRLƏR. ÜZƏRİNDƏ İŞLƏMƏYƏ DAVAM EDİN. UĞURLAR,0
Suleyman Super,0
aznav əla,0
Samir Nasibov 0506123328 ????,1
"AzNav Gözel applikasiyadir, ellerinize sagliq",0
"AzNav Çox gözəl, istifadəyə yarar bir program",0
Superdi Her zaman iwime yarayib,0
Super Əla proqramdır. Yeniliklərin davamını gözləyirik!,0
Azerbaycanin en gozel naviqaciyasi unvanlarin sayini artirsaz lap ela olar . Gence weheri ucun,0
Əla Çox gözəl ),0
Super Çox gözəl proqramdi xoşuma gəldi,0
Rəy İstiqametler deqiq gösterilmir ara sıra,1
5 🎖 percecttt,0
Sağolun program üçün,0
yaxşı demək olar əməyi keçən hər kəsə teşəkkür edirəm.lakin bəzi şeylərdə zəifdi məsələn yenilemeler tez tez olmalidi.yolda gederken ozu etraf yerleri gostermekidi mekanlarin adlarini bele olsa en gozel offline naviqator olar.,0
Halaldi Qewey,0
Отличная программа Очень удобный интерфейс. Молодцы👍🏼,0
👍 Her şey eladır birce ingilisce olan restoranların ve kafelerin adları gerek ingilisce olsun Azerbaycan diline tercume etmeyin.,0
"Çox yaxşı bələdçidir Çox yaxşı bələdçidir. Bəzi xəritə yeniləmələrinə ehtiyac var amma. 
Trafik tıxaca sala bilir, yəni yolları idral boş hesab edib marşrutu qurur elə bil.",0
"DYP sizə hədə qorxu gəldi? Son yeniləmədən sonra radarları niyə sildiz? DYP sizə hədə qorxu gəldi? Yoxsa, pula satılmısız? Mənliyiniz olsun! Qorxaq it olmayın!
___________________
Hamıya məsləhətim, bu proqramı silin, əvəzinə “Waze” proqramını yükləyin! Tüpürüm bu ölkədən gələn xeyirin içinə! Yenə də xarici proqram yaxşıdı.",1
No Radars Уже Радаров нет на карте. Единственное чем могла хвастаться эта программа. Спасибо DYP 😏,1
!!! Bilirsiz niye 1 ulduz goydum? Chunku cemi bir problem var idi oda online shekilde tixaclari gostermirdi daima sehf melumat verirdi. Ama axirinci update etdikden sonra butun radarlari pozduz! Ona gore cammat yene sizin programi silir Waze yazir! Chunku radarda tixacda gorsenir! Polisler sizi press elediler butun radarlari sildiz? Bir defe de normal bir shey yaratdiz onu da yene zibilini cixartdiz!,1
👍🏻👍🏻 Yollari cox deqiq ve qisa yolnan aprir birce restoran ve bezi abiyekleri tapmir oda duzelse cox yaxwi olar,0
"Heyif Radarları gösterirdiz evvel, indi niye yox?",1
Rufat Azərbaycan daxili ən yaxşı naviqasiya proqramıdır. Əla işləyir.,0
super eladi 1 Nomre,0
Radar Radar problemi var bezi yerlerde radari gostermir bezi vaxtda radari kecdikden 300 metr sonra programda znak itir,1
👍👍 Yollari uzun marsrutnan secse de radarlari gostermeyi eladir.,0
"Son yenileme berbad Son yenilemeye kim ela idi,sonra movqeyi gah tutur gah tutmur, marwurutu yaziram deyir bura yol yoxdu,Hal bu ki diger navigator proqraminda yol gosterir.telfonum iPhone 5 s ios 9- dur.xahiw edirem duzeliw edilsin.",1
"Qənaətbəxş uzun müddətdir istifadə edirəm. Bu gün Türkan, Qızıl qum çimərliyinə gedərkən və geriyə qayıdarkən və hətta torpaq yolu göstərmə funksiyasını aktiv elədiyim təqdirdə məni kələ-kötür və """"""""tupik"""""""" yola saldı. Ümid edirəm düzələr.",1
Ela Hem maşınla olanlar hemde piyadalar üçün ela proqramdı. Demek olar sehvsiz işleyir.,0
Super programdir. Ela programdi her yeri gosterir.,0
App Super,0
Təşəkkürlər Hərşəy əladır! Yenilənmələr gəldikcə dahada əla olacaq,0
. Bele programlara destek verek,0
Ela Ən yaxşı navi app,0
Pis deyil 100 de 100 deyil ama pisde deyil,0
Aqil Ela proqramdi. Tixaclar barede melumat tam deqiqdi.,0
The best map in Az Good.,0
"Perfect navigation apps I use for 3 month already, excellent works, show adresses exactly, I prefer everyone to use this apps. Thanks for program developer!!!",0
"Оценка:5 звезд)) Лучший на данный момент оффлайн навигатор, который мне встречался!",0
"Apar tulla Rayonlarda duzgun ishlemir. Marshutlari qeyri-optimal qurur.
Sade ve pulsuz Waze bundan yaxshi ishledi ve duzgun yol gosterdi.
Incimeyin, amma maksimum 2 ulduz.",1
Mektebleri axtarish vermek olmur Yaxshi proqramdir. Mektebleri ve xeriteni daha da detalli etsez super proqram olar,0
"Lazimsiz Vektormap var idi buna ehtiyac yox idi,dovletin pulun lazimsiz seylere xerclemekden basqa hecne bilmirsiz!",1
Super Hal hazirda store'da en yaxsi offline free navigatordu.,0
Super Super👍,0
super super amma hec bir obyektin adi gorunmur.yeni yazilmayib.xestexana hiapital metro yerlerinde adlari goruntulenmeyib xeritede.ancaf axtariwla. tapmag olur yenede xeritede gorunmur.bax esas problem budu.buda nezere alinsa əlavə edilse evez olunmaz bir programdır,0
Navigation Best navigation for using in Azerbaijan,0
"👍 Супер,есть пара багов,но в общем программа идеалтная",0
Salam Salam çox gözel praqramdır mene lezet eledi şeherin bezi yerleri tanımırdım bu naviqatsiya sahesinde indi rahat her yere rahat gede bilerem Allah razı olsun sizlerden genişlendirse gündemde olsa çıx yaxşı olar 👍👍👍👍👍👍,0
Fox Chox gozel proqramdir selist ve rahat ishleyir. Axtarish ve 3D goruntu chox effekti dir,0
"👍 Əla programdır, yaradıcılara təşəkkürlər!",0
👍 super👍,0
Aznav Yaxshi proqramdir. Ancaq xerite daha etrafli(genish) olsaydi yaxshi olardi. Bezi yerler tapilmir.,0
Gozel programdi. Ela ishleyir. Ela,0
Chox ela programdir👍👍👍 Chox ela programdir👍👍👍,0
İphone 5 işləmədi. Salam.Xahiş edirəm mənə köməklik göstərəsiniz.Məndə iphone 5 ios 10.2.1 dir.Köməyinizi gözləyirəm.,0
Superdi Yuklemeye deyer,0
Исправьте ошибку! После обновления нет заголовок «загрузи»,0
Best cloud hosting Thanks for best app,0
Bestttttt!!!!!! :),0
Teşekkür Teşekkürler dirver çox supersin,0
great great,0
Güzel 👍,0
⭐️⭐️⭐️⭐️⭐️ Güzel (good),0
Kötü Bune lan,0
Z 👍🏻👍🏻👍🏻,0
Parol ????? Parol pocemu net ? Mne ocen nujen. Oceeen !,1
"5 c iphone Gözəldi , Azərbaycanlılara salam",0
makalili makalili makalili,0
Tewekkur Tewekkurler,0
GD Çox gözel drivedı,0
👍🏻👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻👍🏻,0
Google drive Otlichnoe prilojeniye!,0
👍 👍👍👍👍👍,0
That’s all what I needed! Best one,0
Google Super,0
Tehlikezliyini koruyun rica ediyorim Bu programin tehlikesliyini koruyun rica edirem,0
Respect Very usefull and easy to use app,0
One of the best apps i used One of the best apps i used,0
Google drive Great app. Thanks Google,0
Good Excellent app,0
Best drive ^^,0
Удобная программа. Работает отлично.,0
Latest version of Google Drive is very stable and very fast I use google drive for years. I'm satisfied with it and i love it,0
An amazing Отличная прога и дешего 100 гб всего 2 бакса в месяц),0
Диск Отличная программа!,0
İ like Google Drive !!! İ like it mostly due to its convenient folder view. İ prefer keeping my docs in the drive rather than in the other apps. Many thanks indeed.,0
super app thanks! great application,0
Drive Отлично. Нет слов,0
Very good 👍✌️,0
Super Works very good. Thank you!,0
Usage of the files I would ask the producers to create an option when you can send the files in the google drive via email. It is very important.,1
Good Хорошая программа с неплохими возможностями. Рекомендую.,0
Mukemmel Cok isime yariyor,0
Çox əla proqrammdır Mən çox şadam ki belə proqramm var.Təşəkkürlər.,0
Sayavush Super🤩✌️,0
Viva the best The best editor from the world👏🏻👏🏻👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️❤️💋💋💋💋💋,0
Good Good,0
Не могу скачать музыку Помогите пожалуйста,0
Albert Möhtəşəm,0
Super Super,0
Vivo Супер отлично,0
👍🏻 Super proqram!,0
Супер монтаж приложение Супер монтаж приложение,0
Супер ❤️❤️❤️❤️,0
Awesone But most beautiful themes are vip 😔,0
Youtube icin cok iyi Cok guzel be,0
niye donur iphone niye donur iphone,0
Ela Beyendim,0
Ela Howuma gıtdı,0
Salam Cox saqlm super harka thenkyu 😍,0
super ela,0
👍 Super,0
Super♥️VivaVideo Delicious program,0
🙂 Çok iyi ama pip film yapamıyorum yani düet🙂,0
"VivaVideo I love the app soooooo much, just there’s not much music!",0
I cant dowload music like in Flipagram (((((,1
Viva Benim için güzeldi ama vide shov ön planda,1
Super:)) 👍,0
Qaqsin Qasax seydi haa,0
супер вы супер,0
"Guncelleme Daha iyi,canli temalar ve ozellestirmeni daha guzel,profosyonel yaparsaniz daha iyi olur.memnun kaliriz.amatorlukden biraz daha iyiye gidelim.tesekkurler",0
👍👍👍👍👍 ela Ela,0
Super Super,0
🤚 Yeni version çox superdi hamıya tmvsüye edirem🤚,0
Klass Klassnoe prilojenie skacivayte ❤️,0
Selam Teşekkürler,0
Çok güzel Üzretsiz olması güzel tabi ücretli kısımlar daha güzeli :)),0
I love this app Mwwwaaahhh,0
Muzik ekleme Her sheyi cok guzel bir tek muzik aramada olursa lomotif gibi cok daha guzel olut,1
Vivavideo Güzel şarkılar olsun lütfen🙂🙂,0
🌙👑 Excellent👌🏻💫,0
💖 iphonelerde music indirmek ucretli oldugundan istediyim musici yukleyemedim isterim ki dogum gunu sarkisida olsun💙ama baska hidmetleriniz qayet iyi😍teşekkürler😊🙈,1
@ozalaskarov Ela proqramdır),0
Logo Remove logo in videos!!!!!,1
суперррррр класснооо. .....thank you very much. SUPER..👍👍👍✌🏻,0
Salam thanks 🌸,0
Guzel Cok guzel,0
Günay Vüqar Süper,0
Great The greatest programme!,0
Love Good 😊,0
HARİKAA HARİKAA,0
Xan_105 Cok iyi arkadaşlar hemen indirin,0
Bu kötü kalan her şey iyi Youtubden iatediğimiz şarkıyı seçemiyoruz bu hiç hoş değil,0
Rttt 👍🏻👍🏻,0
gooodddd Goddd,0
Col guzel Tesekkurler cok guzel cok beyendim boyle program yoook!,0
Mhdjzjs Ela,0
Guzel Harika bi uygulama,0
Super Super,0
Cool Wonderfull,0
no name Çook iyi,0
Rate Perfect,0
"Good app, but need update I just want that there are a lot of popular songs in music library of app. Cause as iphone user i cant use it more songs",0
Music to Ios Сделайте так что бы было скачать свою музыку в ios,1
"Bestofthebest The best application I have ever used 
There is a lot of opportunities  edit your video and make it better😍 
Thanks a lot",0
fine keked,0
Superrrr Cok iyi,0
Qzl Vov,0
Cool!! Cool!!,0
Cool 👍🏻👍🏻👍🏻,0
Perfect Perfect,0
Hasan Çook beğendim,0
Good good,0
Best Video editor ətağa qəşəydi,0
Perfect👌 program everything is amazing It is best App in app store,0
Wow Cool!,0
Good Perfect,0
Normal Normal,0
Iyi Superr,0
"Hey dostum, bu muhteşem 💃 🇦🇿",0
VivaVideo Tesekkurler,0
e1000_23 Emin,0
Thnk Thnk,0
Super Super,0
👍🏻 👍🏻,0
Best 😘,0
👍 👍🏻👍🏻👍🏻,0
💜💜💜 💜💜💜,0
Perfect Amazing,0
👌🏻👌🏻 👏🏻👏🏻,0
🤗 👍🏻👍🏻👍🏻,0
Super Super,0
Suprer Suppppper,0
Лайк Мне нравится!,0
Perfect Superrrrr,0
Az beğendim iyi müzik yok!!,1
Great Great app,0
"Normal Güzel müzik-leri yok, çok şey yokk.! Güzel animasyon olsun, videolar için manzaralar olsun daha çok, müzikleri değiştirin artık aynı müziği kullanfığım için iğreniyorum.",1
Very nice Nice,0
Assko Ela,0
👍 👍,0
VivaVideo İyiki var bu program😍👍🏻👌🏻,0
seva klassno,0
Mmm Mmm,0
😍 Nice,0
nara super👍🏻,0
Nice Fine,0
Super 👍🏼👍🏼👍🏼,0
Vivavideo Superrrr❤️😌😍,0
Normal İnternetden şarkı da yükleye bilseydik iyi olurdu,1
Fidan Supper👍,0
Zema Ela proqramdi. Telefonda saxlamaga deyer!👌🏻,0
Super Heqiqeten cox super bir heveskar klip cekme proqramidir. Hamiya da meslehet gormeye deyer....,0
Thanks Good,0
Super 👍👍👍 I love it,0
Perfect Perfect,0
great ! pro useing,0
Great you are awesome guys :),0
emil.020 👍🏼👍🏼,0
best ofapps,0
Qeşey Ela,0
Güzel Güzel ama biraz daha çok seçenek olursa iyi olur,0
Super Super,0
s Thanks!,0
Very useful Perfect,0
Teşekkürler Güzel,0
Spam Proqrami sildim spam mesajlar gelir,1
I never seen free and nice for YouTube program Wow,0
bomba kimi eladi.,0
superrr supersupersupersuper ))),0
"Amina-189 Super proqramdi, hamiya meslehet gorurem.
Отличная программа, всем советую!",0
Cavid Super program,0
Perfect Удачи,0
Suppper Like!,0
GoodGamer Suppeeer ❤️❤️❤️👏👏👏,0
Love this 👍👍👍👍👍☺️,0
Super🙏😍❤️ 😍,0
Ismayil 98765,0
I like it no word thank super,0
Turan2007 Ela,0
ev alqi satqisi 0557165393 herwey cox superdi inanilmaz derecede,0
"Düzeliş edin İşlenmiş mehsullar bölmesi  elanda önceden görünse daha Yaxşı olar 
  Size Minnetdaram 
Diger elan saytlarından çox Yaxşı dır Tap.az",0
Feedback Barter mümkündür düyməsi əlavə olunsun.,0
любимый спасибо рпзработчикам,0
"Ev axtarisi Xais edire nezere alin
Tap azda ev axtara da hansi rayonda axtarirsansa onu duzeldin ele axtarag.baki var.amma sebail,nesimi,nizami bele yoxdu",0
hi super👍,0
Birdene qara siyahi soypetin yigisdirsaz cox super olar sizin sayt Birdene qara siyahi soypetini yigisdirsaz cox yaxsi olar.cunki menasiz bir adimdi bu cunki ban elediyiniz adam basqa email ve basqa adla basqa elaq nomresi ile basqa sekiller ile mehsulu yerlesdire bilir,0
"Vusal Imamov Cox supper saytdi
Menim biznesim ucunde elverislidi
Bele genisimkanli bir sayti insanlarin istifadesine verdiyine gore sayt rehberliyine ve emekdaslarina öz adimdan tesekkurumu bildirirem.
Uqurlariniz bol olsun!
Hemise zirvede gorek sizi!",0
komptelsevindirir super,0
Tap Az super halal olsun tap.az N1,0
Tap.az super bir program istenilen her sey satila biler.,0
Superr Cox gozel saytdir cox raziyam,0
Vəli Teymurov Ölkənin ən faydalı axtarış portalı...,0
Her shey cox eladi Super bir xidmet gosterirsiz ......,0
"Big products App 👌🏼 Very successful application , buy-sales 👍🏻 💰 and win your wishes gift 🎁",0
Togrul Azerbaycan N1 sayti👌,0
GOOD Excellent,0
"👎🏻 Şəxsi kabinetin e-mail ilə olmaması və ancaq fb profiliylə giriş olması çox böyük bir mənfidir. Mesaj hara gəlir, hardan gedir bəlli deyil",1
cox guzel bana iphone x versen hedye tap.az hadi bir guzelik,0
👍👍👍👍 ❤️❤️👍👍👍,0
Nice app No bugs and very user-friendly,0
Robert091 Super!,0
Elmar Cox gözel praqramdi birinci el almağa imkani catmayan insanlari istediyi şeyin ikinci elin uyğun qıymete albileceyiviz bir praqram,0
"Oktay Karimov yaxsi programdir,",0
@ pis deyil yenilenmeye ehtiyac var,0
Sizde buyurun 😉👍🏻 Cox gozel istedoyiniz her wey var 👍🏻,0
"Super! tap.az’da demek olar ki, her shey tapmaq olur... 👏🤙😇",0
Tap.az 💕 Her shey ocen xarasho 💪,0
"Tap.az Proqa prilicnaya, bistro pomoqayet kupit i prodat cto libo, realno rabotayet",0
Tap.az Suuuper Tao.az,0
Bombastik praqramdi Ela di👍🏻,0
Super Super.  Hə alıcı həm də satıcı üçün rahat və əlberişlidi👍🏻,0
Отзыв Супер сайт,0
Ela Ela👍,0
Lada(vaz) Çox mükemmel praqramdı👍🏻,0
Superdı ✌🏽 Superdı,0
Ulya Çox bəyənirəm,0
Самый отличный и очень надежный сайт это Тап.аз Я благодаря этому сайту много чего смог продать и купить. Я сдаю дома в аренду продаю дома и участки благодаря этому сайту. В общем для меня этот сайт на первом месте!!!,0
Salam Her bir axtarisi Asan edir,0
"Operativ işlyir Cox operativ işliyir,elan derhal yerleşdirilir.Saytı cox beyenirem",0
Şikayət Eyni mərtəbə eyni kvadrat bir neçə binada ola bilər ama fərqli ünvan . Sayt elanı rədd edir ki elan təkrardır. Amma ki mərtəbə cə kvadrat eyni olsada biri Azadlıqda bir Şövkət Məmmədovada yeeləşir indi biz nə edəki kvadrat və mərtəbə təsadüfən eynidi. Məcbur edirlərki məlumatı yalan yazaq ki sayt qəbul etsin məncə bu düz qayda deyil ciddi yanlışlıq var burda. Nə vaxt bu problem aradan qalxsa 5 ⭐️ olacaq.,1
👍🏻 Gerçekten çok iyi.Tek kötü yönü bawkasıyla burdan konuşmak olmuyor olması,0
Cox gozel Cox gozel,0
Tap.az Əla,0
Best Best,0
Super Super,0
"Tətbiq etmə Tətbiqiniz əladı, vaxtında yeniləmələrin olması daha peşəkar fəaliyyətdən xəbər verir. Təkliflərin qeyd alınması tezləşdirilsə yaxşı olar.",0
Çox əlverişıi və əlçatandı. ...,0
teze update inizin serefine 🤣🤣🤣🤣🤣🤣,1
"Tap.az Praktik ve semereli, effektiv ve kompakt.",0
Super 0777117333,0
Bravo tap.az Super.,0
salam güzel,0
🤝 Salamlar,0
Faydali Iscileri bu sehifeden tapiram,0
Super Super,0
"Murad Zordu beyenirem
İ like this",0
Baśarilar 5+,0
Beyenilsun Elaaaadu,0
Elaa Cox gozel ve iwe yarar bir sayitdi ne lazim olsa mene burda tapiram yeni,0
"Nömrə 1 Tap.az-dan 4-5 ildir istifadə edirəm. Həm dizaynı həm də asan elan yerləşdirmək üçün mükəmməldir. Reytinqdə də həmişə ilk 15-də qərarlaşıb Azərbaycanda. Mənə çox xeyri dəyib, mənim də onlara xeyrim dəyib. Bir sözlə gözəl partnyordur.",0
Qewey 👍🏻👍🏻👍🏻,0
Elgun ismayilov Qeweydi uje tap az in wotune men eli cibimde telefon qulagimda 2000 azn cibimde ayliq 1000den cox geliredirem ozum telefon usdasiyam,0
Muradov nail Eladii,0
"Tap.az Ehsen, superdi",0
Super Super,0
Men bu praqramda evden bawqa herwey alb satmiw Opremm  haminizi ZAMIQ.AXMEDZADE,0
Super Superdi zor proqramdi,0
👍 💙,0
Inna Coox ela proqramdi👍,0
Istifade etdim Bide oz yerlesdirdiyimiz elani rahat tapa bilsek lap ela olar,0
Qəmər 👍🏻👍🏻👍🏻👍🏻👍🏻👌🏼✌️,0
Allah razı olsun bınu yardana Allah razı olsun bınu yaradana,0
Super Həqiqətən də çox təmiz və operativ bir aplikasiya...əziyyəti keçənlərə təşəkkürlər,0
Elverishli axtatishin tek unvani Tap.az Elverishli axtarishin tek unvani Tap.az- bizim Bu ishde tek ve etibarli Dostumuz.,0
Tap.az da al sat Tap.az sayiti menim satmaq isdediyim her hansi bir ewani avadanliqi satmaq ucun en rahat satiydir twk edirem tap.az rehberliyine bizimbucun rahatliq yaradir,0
Super💯 Cox işime yarayir,0
Ela En yaxsi elan sayti,0
Təşəkürlər Təşəkürlər,0
Yalanci elanlar Bu bezi firildaqlar yalannan agzina grlen elani qoyur zeng edirsrn deyir men qoymamisam falan onlari mumkunse elana salmayin rehberliyden xahisim budur,0
Problemi həll edin Son updatedən sonra hər dəfə yenidən giriş etmək lazımdır. Appı bağlayıb açanda sistemdən çıxış edir,1
Rufat Super app yuklemeye deyer 👍,0
Cox rahatdir Elaa cox rahat ve keyfiyyetli tap.az a tewekurler,0
Tap.az Olduqca mukemmel ve serfeli saytdir.Iwci heyetine boyuk tewekkur.3 gun erzinde 2 dene mal satmiwam.Ugurlar,0
inqlab  Mustafayev Tap.az saytini yaradan insana boyuk tewekkurlerimi bildirirem,0
Süper Har gün baxdiqca birdaha baxmaq istayiram tap aza superdi rawakurlar,1
nese satisa qoyulubdusa satilanan sora sininse yaxsi olar nese satisa qoyulubdusa satilanan sora sininse yaxsi olar,1
Super Super,0
Ok Ok,0
